frame_id,circle_x_px,circle_y_px,pupil_diameter_px,theta_x_deg,theta_y_deg,theta_radial_deg,validity_id
0,969.0,422.0,111.90335464477539,30.173540776393864,7.737287843780147,31.149770242526852,0
1,969.0,422.0,181.77082061767578,30.173540776393864,7.737287843780147,31.149770242526852,0
2,969.0,422.0,119.59278106689453,30.173540776393864,7.737287843780147,31.149770242526852,0
3,969.0,422.0,180.425048828125,30.173540776393864,7.737287843780147,31.149770242526852,0
4,969.0,422.0,133.71814346313477,30.173540776393864,7.737287843780147,31.149770242526852,0
5,969.0,422.0,129.74541854858398,30.173540776393864,7.737287843780147,31.149770242526852,0
6,969.0,422.0,103.54350280761719,30.173540776393864,7.737287843780147,31.149770242526852,0
7,969.0,422.0,113.96597290039062,30.173540776393864,7.737287843780147,31.149770242526852,0
8,969.0,422.0,142.13758087158203,30.173540776393864,7.737287843780147,31.149770242526852,0
9,969.0,422.0,139.0674591064453,30.173540776393864,7.737287843780147,31.149770242526852,0
10,969.0,422.0,125.71088409423828,30.173540776393864,7.737287843780147,31.149770242526852,0
11,969.0,422.0,114.26140213012695,30.173540776393864,7.737287843780147,31.149770242526852,0
12,969.0,422.0,137.8115348815918,30.173540776393864,7.737287843780147,31.149770242526852,0
13,969.0,422.0,133.70938873291016,30.173540776393864,7.737287843780147,31.149770242526852,0
14,969.0,422.0,95.0361213684082,30.173540776393864,7.737287843780147,31.149770242526852,0
15,969.0,422.0,117.17523574829102,30.173540776393864,7.737287843780147,31.149770242526852,0
16,969.0,422.0,115.51709365844727,30.173540776393864,7.737287843780147,31.149770242526852,0
17,969.0,422.0,122.80709075927734,30.173540776393864,7.737287843780147,31.149770242526852,0
18,969.0,422.0,115.6019287109375,30.173540776393864,7.737287843780147,31.149770242526852,0
19,969.0,422.0,118.0744857788086,30.173540776393864,7.737287843780147,31.149770242526852,0
20,969.0,422.0,121.00543975830078,30.173540776393864,7.737287843780147,31.149770242526852,0
21,969.0,422.0,108.0383186340332,30.173540776393864,7.737287843780147,31.149770242526852,0
22,969.0,422.0,115.24967575073242,30.173540776393864,7.737287843780147,31.149770242526852,0
23,969.0,422.0,108.59399032592773,30.173540776393864,7.737287843780147,31.149770242526852,0
24,969.0,422.0,118.41257095336914,30.173540776393864,7.737287843780147,31.149770242526852,0
25,969.0,422.0,113.0697021484375,30.173540776393864,7.737287843780147,31.149770242526852,0
26,969.0,422.0,110.2064094543457,30.173540776393864,7.737287843780147,31.149770242526852,0
27,969.0,422.0,109.74717330932617,30.173540776393864,7.737287843780147,31.149770242526852,0
28,1252.0,284.0,110.96209716796875,39.85906809841932,1.8813307822758136,39.90344239770258,0
29,1252.0,284.0,106.32999038696289,39.85906809841932,1.8813307822758136,39.90344239770258,0
30,1252.0,284.0,142.6279296875,39.85906809841932,1.8813307822758136,39.90344239770258,0
31,1252.0,284.0,133.97557067871094,39.85906809841932,1.8813307822758136,39.90344239770258,0
32,1252.0,284.0,132.93064498901367,39.85906809841932,1.8813307822758136,39.90344239770258,0
33,1252.0,284.0,135.2224578857422,39.85906809841932,1.8813307822758136,39.90344239770258,0
34,1252.0,284.0,130.1575927734375,39.85906809841932,1.8813307822758136,39.90344239770258,0
35,1252.0,284.0,113.17980194091797,39.85906809841932,1.8813307822758136,39.90344239770258,0
36,1252.0,284.0,116.77000045776367,39.85906809841932,1.8813307822758136,39.90344239770258,0
37,1252.0,284.0,113.80317306518555,39.85906809841932,1.8813307822758136,39.90344239770258,0
38,1252.0,284.0,136.23372650146484,39.85906809841932,1.8813307822758136,39.90344239770258,0
39,1252.0,284.0,142.45171356201172,39.85906809841932,1.8813307822758136,39.90344239770258,0
40,1252.0,284.0,119.43696594238281,39.85906809841932,1.8813307822758136,39.90344239770258,0
41,1252.0,284.0,124.60538101196289,39.85906809841932,1.8813307822758136,39.90344239770258,0
42,1252.0,284.0,119.57380294799805,39.85906809841932,1.8813307822758136,39.90344239770258,0
43,1252.0,284.0,121.03406143188477,39.85906809841932,1.8813307822758136,39.90344239770258,0
44,1252.0,284.0,126.13531875610352,39.85906809841932,1.8813307822758136,39.90344239770258,0
45,1252.0,284.0,165.44872283935547,39.85906809841932,1.8813307822758136,39.90344239770258,0
46,1252.0,284.0,119.26411056518555,39.85906809841932,1.8813307822758136,39.90344239770258,0
47,1252.0,284.0,117.19942092895508,39.85906809841932,1.8813307822758136,39.90344239770258,0
48,1252.0,284.0,136.30026245117188,39.85906809841932,1.8813307822758136,39.90344239770258,0
49,1252.0,284.0,117.59687805175781,39.85906809841932,1.8813307822758136,39.90344239770258,0
50,1252.0,284.0,119.3310432434082,39.85906809841932,1.8813307822758136,39.90344239770258,0
51,1252.0,284.0,139.59946823120117,39.85906809841932,1.8813307822758136,39.90344239770258,0
52,1252.0,284.0,119.05520248413086,39.85906809841932,1.8813307822758136,39.90344239770258,0
53,1252.0,284.0,121.5388412475586,39.85906809841932,1.8813307822758136,39.90344239770258,0
54,1252.0,284.0,118.65387344360352,39.85906809841932,1.8813307822758136,39.90344239770258,0
55,1252.0,284.0,173.94715118408203,39.85906809841932,1.8813307822758136,39.90344239770258,0
56,1252.0,284.0,128.5450096130371,39.85906809841932,1.8813307822758136,39.90344239770258,0
57,1252.0,284.0,127.47541046142578,39.85906809841932,1.8813307822758136,39.90344239770258,0
58,1256.0,733.0,126.10301971435547,39.9798329208803,20.20554251297946,44.79565814479484,0
59,1256.0,733.0,118.6027717590332,39.9798329208803,20.20554251297946,44.79565814479484,0
60,1256.0,733.0,137.64326667785645,39.9798329208803,20.20554251297946,44.79565814479484,0
61,1256.0,733.0,126.6843032836914,39.9798329208803,20.20554251297946,44.79565814479484,0
62,1256.0,733.0,126.6728343963623,39.9798329208803,20.20554251297946,44.79565814479484,0
63,1256.0,733.0,110.54639434814453,39.9798329208803,20.20554251297946,44.79565814479484,0
64,1256.0,733.0,117.03715896606445,39.9798329208803,20.20554251297946,44.79565814479484,0
65,1256.0,733.0,126.51642608642578,39.9798329208803,20.20554251297946,44.79565814479484,0
66,1256.0,733.0,118.65805053710938,39.9798329208803,20.20554251297946,44.79565814479484,0
67,1256.0,733.0,125.68199157714844,39.9798329208803,20.20554251297946,44.79565814479484,0
68,1256.0,733.0,124.68328857421875,39.9798329208803,20.20554251297946,44.79565814479484,0
69,1256.0,733.0,130.10421752929688,39.9798329208803,20.20554251297946,44.79565814479484,0
70,1256.0,733.0,128.29994583129883,39.9798329208803,20.20554251297946,44.79565814479484,0
71,1256.0,733.0,127.43115997314453,39.9798329208803,20.20554251297946,44.79565814479484,0
72,1256.0,733.0,127.27298736572266,39.9798329208803,20.20554251297946,44.79565814479484,0
73,1256.0,733.0,131.35366821289062,39.9798329208803,20.20554251297946,44.79565814479484,0
74,1256.0,733.0,127.94139862060547,39.9798329208803,20.20554251297946,44.79565814479484,0
75,1256.0,733.0,128.37303924560547,39.9798329208803,20.20554251297946,44.79565814479484,0
76,1256.0,733.0,127.7294921875,39.9798329208803,20.20554251297946,44.79565814479484,0
77,1256.0,733.0,129.28524017333984,39.9798329208803,20.20554251297946,44.79565814479484,0
78,1256.0,733.0,126.69081497192383,39.9798329208803,20.20554251297946,44.79565814479484,0
79,1256.0,733.0,131.08005142211914,39.9798329208803,20.20554251297946,44.79565814479484,0
80,1256.0,733.0,128.04762268066406,39.9798329208803,20.20554251297946,44.79565814479484,0
81,1256.0,733.0,126.70498275756836,39.9798329208803,20.20554251297946,44.79565814479484,0
82,1256.0,733.0,121.6893196105957,39.9798329208803,20.20554251297946,44.79565814479484,0
83,1256.0,733.0,127.91561508178711,39.9798329208803,20.20554251297946,44.79565814479484,0
84,1256.0,733.0,125.46169662475586,39.9798329208803,20.20554251297946,44.79565814479484,0
85,1256.0,733.0,126.04673385620117,39.9798329208803,20.20554251297946,44.79565814479484,0
86,1256.0,733.0,124.65353393554688,39.9798329208803,20.20554251297946,44.79565814479484,0
87,1256.0,733.0,126.94338989257812,39.9798329208803,20.20554251297946,44.79565814479484,0
88,657.0,190.0,128.0014762878418,16.798846518802037,-2.137652148459902,16.93430840247344,0
89,657.0,190.0,131.13026809692383,16.798846518802037,-2.137652148459902,16.93430840247344,0
90,657.0,190.0,130.70772552490234,16.798846518802037,-2.137652148459902,16.93430840247344,0
91,657.0,190.0,131.36615753173828,16.798846518802037,-2.137652148459902,16.93430840247344,0
92,657.0,190.0,131.04595947265625,16.798846518802037,-2.137652148459902,16.93430840247344,0
93,657.0,190.0,130.7693099975586,16.798846518802037,-2.137652148459902,16.93430840247344,0
94,657.0,190.0,130.79796600341797,16.798846518802037,-2.137652148459902,16.93430840247344,0
95,657.0,190.0,131.3213653564453,16.798846518802037,-2.137652148459902,16.93430840247344,0
96,657.0,190.0,132.0209503173828,16.798846518802037,-2.137652148459902,16.93430840247344,0
97,657.0,190.0,133.50902557373047,16.798846518802037,-2.137652148459902,16.93430840247344,0
98,657.0,190.0,,16.798846518802037,-2.137652148459902,16.93430840247344,4
99,657.0,190.0,151.48111724853516,16.798846518802037,-2.137652148459902,16.93430840247344,0
100,657.0,190.0,,16.798846518802037,-2.137652148459902,16.93430840247344,4
101,657.0,190.0,98.08086395263672,16.798846518802037,-2.137652148459902,16.93430840247344,0
102,657.0,190.0,110.83515167236328,16.798846518802037,-2.137652148459902,16.93430840247344,0
103,657.0,190.0,176.47647857666016,16.798846518802037,-2.137652148459902,16.93430840247344,0
104,657.0,190.0,133.64836883544922,16.798846518802037,-2.137652148459902,16.93430840247344,0
105,657.0,190.0,130.22134399414062,16.798846518802037,-2.137652148459902,16.93430840247344,0
106,657.0,190.0,132.35142517089844,16.798846518802037,-2.137652148459902,16.93430840247344,0
107,657.0,190.0,123.45513534545898,16.798846518802037,-2.137652148459902,16.93430840247344,0
108,657.0,190.0,127.80207824707031,16.798846518802037,-2.137652148459902,16.93430840247344,0
109,657.0,190.0,133.5207176208496,16.798846518802037,-2.137652148459902,16.93430840247344,0
110,657.0,190.0,126.49520492553711,16.798846518802037,-2.137652148459902,16.93430840247344,0
111,657.0,190.0,127.9748420715332,16.798846518802037,-2.137652148459902,16.93430840247344,0
112,657.0,190.0,129.3590087890625,16.798846518802037,-2.137652148459902,16.93430840247344,0
113,657.0,190.0,129.78627395629883,16.798846518802037,-2.137652148459902,16.93430840247344,0
114,657.0,190.0,128.22589874267578,16.798846518802037,-2.137652148459902,16.93430840247344,0
115,657.0,190.0,128.41785049438477,16.798846518802037,-2.137652148459902,16.93430840247344,0
116,657.0,190.0,126.65230560302734,16.798846518802037,-2.137652148459902,16.93430840247344,0
117,657.0,190.0,127.55773544311523,16.798846518802037,-2.137652148459902,16.93430840247344,0
118,657.0,190.0,126.91189956665039,16.798846518802037,-2.137652148459902,16.93430840247344,0
119,662.0,528.0,126.24737167358398,17.033754961095948,12.133880170633349,20.913628476903522,0
120,662.0,528.0,125.52228927612305,17.033754961095948,12.133880170633349,20.913628476903522,0
121,662.0,528.0,126.2767562866211,17.033754961095948,12.133880170633349,20.913628476903522,0
122,662.0,528.0,124.58034133911133,17.033754961095948,12.133880170633349,20.913628476903522,0
123,662.0,528.0,124.37998580932617,17.033754961095948,12.133880170633349,20.913628476903522,0
124,662.0,528.0,126.28218460083008,17.033754961095948,12.133880170633349,20.913628476903522,0
125,662.0,528.0,125.75968170166016,17.033754961095948,12.133880170633349,20.913628476903522,0
126,662.0,528.0,129.49150466918945,17.033754961095948,12.133880170633349,20.913628476903522,0
127,662.0,528.0,126.72471618652344,17.033754961095948,12.133880170633349,20.913628476903522,0
128,662.0,528.0,129.6032943725586,17.033754961095948,12.133880170633349,20.913628476903522,0
129,662.0,528.0,128.92451858520508,17.033754961095948,12.133880170633349,20.913628476903522,0
130,662.0,528.0,129.4459571838379,17.033754961095948,12.133880170633349,20.913628476903522,0
131,662.0,528.0,128.8668098449707,17.033754961095948,12.133880170633349,20.913628476903522,0
132,662.0,528.0,130.81584548950195,17.033754961095948,12.133880170633349,20.913628476903522,0
133,662.0,528.0,129.1136016845703,17.033754961095948,12.133880170633349,20.913628476903522,0
134,662.0,528.0,81.87467193603516,17.033754961095948,12.133880170633349,20.913628476903522,0
135,662.0,528.0,117.58106231689453,17.033754961095948,12.133880170633349,20.913628476903522,0
136,662.0,528.0,142.08034133911133,17.033754961095948,12.133880170633349,20.913628476903522,0
137,662.0,528.0,61.93809700012207,17.033754961095948,12.133880170633349,20.913628476903522,0
138,662.0,528.0,89.1416130065918,17.033754961095948,12.133880170633349,20.913628476903522,0
139,662.0,528.0,121.52164459228516,17.033754961095948,12.133880170633349,20.913628476903522,0
140,662.0,528.0,118.67437362670898,17.033754961095948,12.133880170633349,20.913628476903522,0
141,662.0,528.0,133.4101905822754,17.033754961095948,12.133880170633349,20.913628476903522,0
142,662.0,528.0,121.1277847290039,17.033754961095948,12.133880170633349,20.913628476903522,0
143,662.0,528.0,127.31156539916992,17.033754961095948,12.133880170633349,20.913628476903522,0
144,662.0,528.0,138.69046020507812,17.033754961095948,12.133880170633349,20.913628476903522,0
145,662.0,528.0,130.0830421447754,17.033754961095948,12.133880170633349,20.913628476903522,0
146,662.0,528.0,130.4905548095703,17.033754961095948,12.133880170633349,20.913628476903522,0
147,662.0,528.0,128.7259635925293,17.033754961095948,12.133880170633349,20.913628476903522,0
148,662.0,528.0,127.55625915527344,17.033754961095948,12.133880170633349,20.913628476903522,0
149,590.0,276.0,128.80475997924805,13.59726862801816,1.539453514320695,13.684137943810754,0
150,590.0,276.0,128.29120254516602,13.59726862801816,1.539453514320695,13.684137943810754,0
151,590.0,276.0,111.33952331542969,13.59726862801816,1.539453514320695,13.684137943810754,0
152,590.0,276.0,89.27574157714844,13.59726862801816,1.539453514320695,13.684137943810754,0
153,590.0,276.0,107.03145217895508,13.59726862801816,1.539453514320695,13.684137943810754,0
154,590.0,276.0,76.72009468078613,13.59726862801816,1.539453514320695,13.684137943810754,0
155,590.0,276.0,94.86062240600586,13.59726862801816,1.539453514320695,13.684137943810754,0
156,590.0,276.0,117.1357536315918,13.59726862801816,1.539453514320695,13.684137943810754,0
157,590.0,276.0,144.8992805480957,13.59726862801816,1.539453514320695,13.684137943810754,0
158,590.0,276.0,100.49129486083984,13.59726862801816,1.539453514320695,13.684137943810754,0
159,590.0,276.0,98.25502014160156,13.59726862801816,1.539453514320695,13.684137943810754,0
160,590.0,276.0,81.9930305480957,13.59726862801816,1.539453514320695,13.684137943810754,0
161,590.0,276.0,89.22978210449219,13.59726862801816,1.539453514320695,13.684137943810754,0
162,590.0,276.0,96.27312850952148,13.59726862801816,1.539453514320695,13.684137943810754,0
163,590.0,276.0,106.18363571166992,13.59726862801816,1.539453514320695,13.684137943810754,0
164,590.0,276.0,120.57386779785156,13.59726862801816,1.539453514320695,13.684137943810754,0
165,590.0,276.0,122.62504959106445,13.59726862801816,1.539453514320695,13.684137943810754,0
166,590.0,276.0,125.57938766479492,13.59726862801816,1.539453514320695,13.684137943810754,0
167,590.0,276.0,67.3156681060791,13.59726862801816,1.539453514320695,13.684137943810754,0
168,590.0,276.0,122.09635925292969,13.59726862801816,1.539453514320695,13.684137943810754,0
169,590.0,276.0,111.58185195922852,13.59726862801816,1.539453514320695,13.684137943810754,0
170,590.0,276.0,99.9618148803711,13.59726862801816,1.539453514320695,13.684137943810754,0
171,590.0,276.0,180.3963394165039,13.59726862801816,1.539453514320695,13.684137943810754,0
172,590.0,276.0,63.72296905517578,13.59726862801816,1.539453514320695,13.684137943810754,0
173,590.0,276.0,58.95730209350586,13.59726862801816,1.539453514320695,13.684137943810754,0
174,590.0,276.0,59.64894104003906,13.59726862801816,1.539453514320695,13.684137943810754,0
175,590.0,276.0,110.92634201049805,13.59726862801816,1.539453514320695,13.684137943810754,0
176,590.0,276.0,91.06452560424805,13.59726862801816,1.539453514320695,13.684137943810754,0
177,590.0,276.0,100.22491073608398,13.59726862801816,1.539453514320695,13.684137943810754,0
178,590.0,276.0,98.80932235717773,13.59726862801816,1.539453514320695,13.684137943810754,0
179,754.0,519.0,105.28722763061523,21.245666696608307,11.765428880008516,24.285873879972073,0
180,754.0,519.0,133.6581916809082,21.245666696608307,11.765428880008516,24.285873879972073,0
181,754.0,519.0,121.35198211669922,21.245666696608307,11.765428880008516,24.285873879972073,0
182,754.0,519.0,122.78371810913086,21.245666696608307,11.765428880008516,24.285873879972073,0
183,754.0,519.0,119.3455924987793,21.245666696608307,11.765428880008516,24.285873879972073,0
184,754.0,519.0,140.47866821289062,21.245666696608307,11.765428880008516,24.285873879972073,0
185,754.0,519.0,166.25210571289062,21.245666696608307,11.765428880008516,24.285873879972073,0
186,754.0,519.0,103.58274269104004,21.245666696608307,11.765428880008516,24.285873879972073,0
187,754.0,519.0,161.3740119934082,21.245666696608307,11.765428880008516,24.285873879972073,0
188,754.0,519.0,109.2451400756836,21.245666696608307,11.765428880008516,24.285873879972073,0
189,754.0,519.0,119.11216354370117,21.245666696608307,11.765428880008516,24.285873879972073,0
190,754.0,519.0,123.36529159545898,21.245666696608307,11.765428880008516,24.285873879972073,0
191,754.0,519.0,120.02986145019531,21.245666696608307,11.765428880008516,24.285873879972073,0
192,754.0,519.0,122.47035217285156,21.245666696608307,11.765428880008516,24.285873879972073,0
193,754.0,519.0,98.78274536132812,21.245666696608307,11.765428880008516,24.285873879972073,0
194,754.0,519.0,125.46239471435547,21.245666696608307,11.765428880008516,24.285873879972073,0
195,754.0,519.0,125.60625457763672,21.245666696608307,11.765428880008516,24.285873879972073,0
196,754.0,519.0,125.3555908203125,21.245666696608307,11.765428880008516,24.285873879972073,0
197,754.0,519.0,128.33169174194336,21.245666696608307,11.765428880008516,24.285873879972073,0
198,754.0,519.0,126.01960754394531,21.245666696608307,11.765428880008516,24.285873879972073,0
199,754.0,519.0,124.21472549438477,21.245666696608307,11.765428880008516,24.285873879972073,0
200,754.0,519.0,122.17560195922852,21.245666696608307,11.765428880008516,24.285873879972073,0
201,754.0,519.0,124.52682876586914,21.245666696608307,11.765428880008516,24.285873879972073,0
202,754.0,519.0,123.7772102355957,21.245666696608307,11.765428880008516,24.285873879972073,0
203,754.0,519.0,126.33645248413086,21.245666696608307,11.765428880008516,24.285873879972073,0
204,754.0,519.0,108.98012924194336,21.245666696608307,11.765428880008516,24.285873879972073,0
205,754.0,519.0,109.63348770141602,21.245666696608307,11.765428880008516,24.285873879972073,0
206,754.0,519.0,125.18192291259766,21.245666696608307,11.765428880008516,24.285873879972073,0
207,754.0,519.0,98.32501983642578,21.245666696608307,11.765428880008516,24.285873879972073,0
208,754.0,519.0,78.72490310668945,21.245666696608307,11.765428880008516,24.285873879972073,0
209,754.0,519.0,85.15023231506348,21.245666696608307,11.765428880008516,24.285873879972073,0
210,1456.0,222.0,124.22282600402832,45.50166838148554,-0.7698657021436446,45.508180788711144,0
211,1456.0,222.0,106.64245986938477,45.50166838148554,-0.7698657021436446,45.508180788711144,0
212,1456.0,222.0,117.96123504638672,45.50166838148554,-0.7698657021436446,45.508180788711144,0
213,1456.0,222.0,122.34103012084961,45.50166838148554,-0.7698657021436446,45.508180788711144,0
214,1456.0,222.0,123.66101455688477,45.50166838148554,-0.7698657021436446,45.508180788711144,0
215,1456.0,222.0,125.85320281982422,45.50166838148554,-0.7698657021436446,45.508180788711144,0
216,1456.0,222.0,124.52669906616211,45.50166838148554,-0.7698657021436446,45.508180788711144,0
217,1456.0,222.0,124.86028289794922,45.50166838148554,-0.7698657021436446,45.508180788711144,0
218,1456.0,222.0,124.95345306396484,45.50166838148554,-0.7698657021436446,45.508180788711144,0
219,1456.0,222.0,125.12342071533203,45.50166838148554,-0.7698657021436446,45.508180788711144,0
220,1456.0,222.0,121.79580307006836,45.50166838148554,-0.7698657021436446,45.508180788711144,0
221,1456.0,222.0,125.88667678833008,45.50166838148554,-0.7698657021436446,45.508180788711144,0
222,1456.0,222.0,127.17242813110352,45.50166838148554,-0.7698657021436446,45.508180788711144,0
223,1456.0,222.0,117.26466369628906,45.50166838148554,-0.7698657021436446,45.508180788711144,0
224,1456.0,222.0,92.36715316772461,45.50166838148554,-0.7698657021436446,45.508180788711144,0
225,1456.0,222.0,121.88952255249023,45.50166838148554,-0.7698657021436446,45.508180788711144,0
226,1456.0,222.0,97.95780944824219,45.50166838148554,-0.7698657021436446,45.508180788711144,0
227,1456.0,222.0,99.14047622680664,45.50166838148554,-0.7698657021436446,45.508180788711144,0
228,1456.0,222.0,159.24813842773438,45.50166838148554,-0.7698657021436446,45.508180788711144,0
229,1456.0,222.0,121.8405532836914,45.50166838148554,-0.7698657021436446,45.508180788711144,0
230,1456.0,222.0,77.44378852844238,45.50166838148554,-0.7698657021436446,45.508180788711144,0
231,1456.0,222.0,146.51461791992188,45.50166838148554,-0.7698657021436446,45.508180788711144,0
232,1456.0,222.0,51.78172302246094,45.50166838148554,-0.7698657021436446,45.508180788711144,0
233,1456.0,222.0,104.3537368774414,45.50166838148554,-0.7698657021436446,45.508180788711144,0
234,1456.0,222.0,109.25614547729492,45.50166838148554,-0.7698657021436446,45.508180788711144,0
235,1456.0,222.0,145.61005401611328,45.50166838148554,-0.7698657021436446,45.508180788711144,0
236,1456.0,222.0,144.95208740234375,45.50166838148554,-0.7698657021436446,45.508180788711144,0
237,1456.0,222.0,146.87023162841797,45.50166838148554,-0.7698657021436446,45.508180788711144,0
238,1456.0,222.0,146.7778549194336,45.50166838148554,-0.7698657021436446,45.508180788711144,0
239,1456.0,222.0,55.94284248352051,45.50166838148554,-0.7698657021436446,45.508180788711144,0
240,1088.0,667.0,181.0501937866211,34.52797165613837,17.680583947651673,38.79154386483029,0
241,1088.0,667.0,86.3721923828125,34.52797165613837,17.680583947651673,38.79154386483029,0
242,1088.0,667.0,84.04105377197266,34.52797165613837,17.680583947651673,38.79154386483029,0
243,1088.0,667.0,94.97911071777344,34.52797165613837,17.680583947651673,38.79154386483029,0
244,1088.0,667.0,95.69052124023438,34.52797165613837,17.680583947651673,38.79154386483029,0
